P_aeruginosa,P_putida,P_fluorescens,P_stutzeri,P_syringae,P_mendocina,P_alcaligenes,P_chlororaphis,P_protegens,P_synxantha,P_koreensis,P_lundensis,P_plecoglossicida,P_fulva,P_knackmussii,P_monteilii,P_veronii,P_viridiflava,P_brassicacearum,P_trivialis,P_lini,P_rhodesiae,P_gessardii,P_putrefaciens,P_fuscovaginae,P_libanensis,P_entomophila,P_parafulva,P_resinovorans,P_resinicola,P_poe,P_simiae,P_coronafaciens,P_extremorientalis,P_marginalis,P_peli,P_brassicae,P_anguilliseptica,P_pristinamycinicus,P_citronellolis,sample_id,label,location,date,pH,moisture,organic_content,temperature,nitrate
-1.188103103396624,0.0313774235186292,-1.611066184867508,0.1038037877340401,0.7244110195433834,-2.2118006258851337,-1.751333057387656,-0.4827643315227397,-0.0302641928249699,0.6817893943587131,1.5826409467135725,-0.6047929242714579,0.7210525676379429,0.4729661878583171,0.7577866010683922,0.8499816691914078,-0.6430364949655315,-2.471409672157986,0.1385023324335464,0.6973509616715958,0.4401622479469066,1.6886849662896082,0.7446528935372259,0.4589520799458095,0.582329558924436,-0.1678529341957607,-2.4172639021669835,0.0106422056821297,-2.9320512743599174,0.7695917429905329,0.540981912057393,0.6956709128070944,1.16428499776022,-1.2695453745602676,0.6512174005630194,0.4607121091670644,0.4418771280949297,1.835138869244964,0.7498710391089738,0.7176381143065547,Punjab_Wheat_Belt_20240115_rep1,unpolluted,Punjab Wheat Belt,2024-01-15,0.8684202424211024,1.3681869089010172,-1.394158655115054,0.7279980424832453,-0.9857200748633443
-1.188103103396624,0.0313774235186292,-1.611066184867508,0.1038037877340401,0.7244110195433834,-2.2118006258851337,-1.751333057387656,-0.4827643315227397,-0.0302641928249699,0.6817893943587131,1.5826409467135725,-0.6047929242714579,0.7210525676379429,0.4729661878583171,0.7577866010683922,0.8499816691914078,-0.6430364949655315,-2.471409672157986,0.1385023324335464,0.6973509616715958,0.4401622479469066,1.6886849662896082,0.7446528935372259,0.4589520799458095,0.582329558924436,-0.1678529341957607,-2.4172639021669835,0.0106422056821297,-2.9320512743599174,0.7695917429905329,0.540981912057393,0.6956709128070944,1.16428499776022,-1.2695453745602676,0.6512174005630194,0.4607121091670644,0.4418771280949297,1.835138869244964,0.7498710391089738,0.7176381143065547,Punjab_Wheat_Belt_20240115_rep1,unpolluted,Punjab Wheat Belt,2024-01-15,1.2820755030560598,0.03298728482998961,0.22183157431080514,-0.3557728756248143,-0.15438053126386425
-1.188103103396624,0.0313774235186292,-1.611066184867508,0.1038037877340401,0.7244110195433834,-2.2118006258851337,-1.751333057387656,-0.4827643315227397,-0.0302641928249699,0.6817893943587131,1.5826409467135725,-0.6047929242714579,0.7210525676379429,0.4729661878583171,0.7577866010683922,0.8499816691914078,-0.6430364949655315,-2.471409672157986,0.1385023324335464,0.6973509616715958,0.4401622479469066,1.6886849662896082,0.7446528935372259,0.4589520799458095,0.582329558924436,-0.1678529341957607,-2.4172639021669835,0.0106422056821297,-2.9320512743599174,0.7695917429905329,0.540981912057393,0.6956709128070944,1.16428499776022,-1.2695453745602676,0.6512174005630194,0.4607121091670644,0.4418771280949297,1.835138869244964,0.7498710391089738,0.7176381143065547,Punjab_Wheat_Belt_20240115_rep1,unpolluted,Punjab Wheat Belt,2024-01-15,0.35930607548576937,-0.7532969382340596,0.30632779545725536,0.23839977684671024,-0.20143748656194796
-1.188103103396624,0.0313774235186292,-1.611066184867508,0.1038037877340401,0.7244110195433834,-2.2118006258851337,-1.751333057387656,-0.4827643315227397,-0.0302641928249699,0.6817893943587131,1.5826409467135725,-0.6047929242714579,0.7210525676379429,0.4729661878583171,0.7577866010683922,0.8499816691914078,-0.6430364949655315,-2.471409672157986,0.1385023324335464,0.6973509616715958,0.4401622479469066,1.6886849662896082,0.7446528935372259,0.4589520799458095,0.582329558924436,-0.1678529341957607,-2.4172639021669835,0.0106422056821297,-2.9320512743599174,0.7695917429905329,0.540981912057393,0.6956709128070944,1.16428499776022,-1.2695453745602676,0.6512174005630194,0.4607121091670644,0.4418771280949297,1.835138869244964,0.7498710391089738,0.7176381143065547,Punjab_Wheat_Belt_20240115_rep1,unpolluted,Punjab Wheat Belt,2024-01-15,1.1866165967556854,0.7302581996226378,-1.4258447380449728,-1.2303950200628984,-0.49772201992025333
-1.188103103396624,0.0313774235186292,-1.611066184867508,0.1038037877340401,0.7244110195433834,-2.2118006258851337,-1.751333057387656,-0.4827643315227397,-0.0302641928249699,0.6817893943587131,1.5826409467135725,-0.6047929242714579,0.7210525676379429,0.4729661878583171,0.7577866010683922,0.8499816691914078,-0.6430364949655315,-2.471409672157986,0.1385023324335464,0.6973509616715958,0.4401622479469066,1.6886849662896082,0.7446528935372259,0.4589520799458095,0.582329558924436,-0.1678529341957607,-2.4172639021669835,0.0106422056821297,-2.9320512743599174,0.7695917429905329,0.540981912057393,0.6956709128070944,1.16428499776022,-1.2695453745602676,0.6512174005630194,0.4607121091670644,0.4418771280949297,1.835138869244964,0.7498710391089738,0.7176381143065547,Punjab_Wheat_Belt_20240115_rep1,unpolluted,Punjab Wheat Belt,2024-01-15,0.9002398778545614,-0.27855929411991603,-0.021095061485239024,0.7232446612634741,-1.0380055807501043
-0.0122417019669751,-1.0245707389479526,0.1263264778572966,-1.2746691526203957,0.5855310737382797,-0.7692034651332479,1.1452484828140903,0.7053775228906735,-0.7476098988958071,0.5580193908001667,1.128441291117738,1.385059896189449,0.4995214215881765,0.4661116890753866,-0.02521233983696,0.136811475486221,0.0481555117500125,-0.1583251678871929,0.6851795333523052,-0.0967346814972228,0.1710706229762402,-0.5707952756588105,1.1331817969599691,-0.2308651444822654,0.5443792393302801,-0.6954745825220396,0.324047399135068,-1.9675436704970115,0.0495778327374603,1.117902889305873,0.2872113963314266,-0.4494615636312783,-0.5776761707728074,-0.1866971649646809,0.969219780325899,-1.672071130799656,0.5514086030326475,-0.6275554137329479,-0.3870646464384058,-0.9210369265109112,Punjab_Wheat_Belt_20240115_rep2,unpolluted,Punjab Wheat Belt,2024-01-15,0.311576622335583,-0.6346125272055243,0.2535176572407237,0.08153819659422688,-0.760311449484869
-0.0122417019669751,-1.0245707389479526,0.1263264778572966,-1.2746691526203957,0.5855310737382797,-0.7692034651332479,1.1452484828140903,0.7053775228906735,-0.7476098988958071,0.5580193908001667,1.128441291117738,1.385059896189449,0.4995214215881765,0.4661116890753866,-0.02521233983696,0.136811475486221,0.0481555117500125,-0.1583251678871929,0.6851795333523052,-0.0967346814972228,0.1710706229762402,-0.5707952756588105,1.1331817969599691,-0.2308651444822654,0.5443792393302801,-0.6954745825220396,0.324047399135068,-1.9675436704970115,0.0495778327374603,1.117902889305873,0.2872113963314266,-0.4494615636312783,-0.5776761707728074,-0.1866971649646809,0.969219780325899,-1.672071130799656,0.5514086030326475,-0.6275554137329479,-0.3870646464384058,-0.9210369265109112,Punjab_Wheat_Belt_20240115_rep2,unpolluted,Punjab Wheat Belt,2024-01-15,-0.5316437166510619,0.19617834999422654,-0.25345966963797717,0.3524809261212422,0.01467593776999232
-0.0122417019669751,-1.0245707389479526,0.1263264778572966,-1.2746691526203957,0.5855310737382797,-0.7692034651332479,1.1452484828140903,0.7053775228906735,-0.7476098988958071,0.5580193908001667,1.128441291117738,1.385059896189449,0.4995214215881765,0.4661116890753866,-0.02521233983696,0.136811475486221,0.0481555117500125,-0.1583251678871929,0.6851795333523052,-0.0967346814972228,0.1710706229762402,-0.5707952756588105,1.1331817969599691,-0.2308651444822654,0.5443792393302801,-0.6954745825220396,0.324047399135068,-1.9675436704970115,0.0495778327374603,1.117902889305873,0.2872113963314266,-0.4494615636312783,-0.5776761707728074,-0.1866971649646809,0.969219780325899,-1.672071130799656,0.5514086030326475,-0.6275554137329479,-0.3870646464384058,-0.9210369265109112,Punjab_Wheat_Belt_20240115_rep2,unpolluted,Punjab Wheat Belt,2024-01-15,0.9956987841549356,1.6648979364723568,0.6126265971131372,1.250869976658186,0.02339018875111907
-0.0122417019669751,-1.0245707389479526,0.1263264778572966,-1.2746691526203957,0.5855310737382797,-0.7692034651332479,1.1452484828140903,0.7053775228906735,-0.7476098988958071,0.5580193908001667,1.128441291117738,1.385059896189449,0.4995214215881765,0.4661116890753866,-0.02521233983696,0.136811475486221,0.0481555117500125,-0.1583251678871929,0.6851795333523052,-0.0967346814972228,0.1710706229762402,-0.5707952756588105,1.1331817969599691,-0.2308651444822654,0.5443792393302801,-0.6954745825220396,0.324047399135068,-1.9675436704970115,0.0495778327374603,1.117902889305873,0.2872113963314266,-0.4494615636312783,-0.5776761707728074,-0.1866971649646809,0.969219780325899,-1.672071130799656,0.5514086030326475,-0.6275554137329479,-0.3870646464384058,-0.9210369265109112,Punjab_Wheat_Belt_20240115_rep2,unpolluted,Punjab Wheat Belt,2024-01-15,0.47067479950287383,0.5373960317012676,-1.3835966274717477,-0.8216042351624897,-0.4384651132485923
-0.0122417019669751,-1.0245707389479526,0.1263264778572966,-1.2746691526203957,0.5855310737382797,-0.7692034651332479,1.1452484828140903,0.7053775228906735,-0.7476098988958071,0.5580193908001667,1.128441291117738,1.385059896189449,0.4995214215881765,0.4661116890753866,-0.02521233983696,0.136811475486221,0.0481555117500125,-0.1583251678871929,0.6851795333523052,-0.0967346814972228,0.1710706229762402,-0.5707952756588105,1.1331817969599691,-0.2308651444822654,0.5443792393302801,-0.6954745825220396,0.324047399135068,-1.9675436704970115,0.0495778327374603,1.117902889305873,0.2872113963314266,-0.4494615636312783,-0.5776761707728074,-0.1866971649646809,0.969219780325899,-1.672071130799656,0.5514086030326475,-0.6275554137329479,-0.3870646464384058,-0.9210369265109112,Punjab_Wheat_Belt_20240115_rep2,unpolluted,Punjab Wheat Belt,2024-01-15,0.311576622335583,0.9676270216797097,0.2112695466674991,0.03400438439650593,-0.5157314719479149
